-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-27.505717	-50.110617	843.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
